account   age,merchant,amount
4,M348934600,37.82
2,M1823072687,72.06
3,M1353266412,85.74
5,M1353266412,85.74
2,M1823072687,9.76
2,M348934600,5.58
3,M85975013,65.51
5,M1823072687,43.97
4,M1823072687,21.47
3,M1823072687,72.26
3,M348934600,25.29
2,M1823072687,19.31
3,M348934600,18.69
5,M348934600,5.63
2,M348934600,6.56
5,M1823072687,27.94
1,M85975013,0.1
3,M1823072687,11.13
3,M1823072687,22.43
3,M1823072687,27.9
3,M1823072687,51.01
4,M85975013,15.39
4,M1823072687,29.02
4,M348934600,28.41
3,M1823072687,3.8
4,M840466850,85.74
5,M1823072687,41.83
6,M1823072687,25.32
5,M209847108,54.33
2,M348934600,16.91
3,M1823072687,28.35
4,M348934600,41.57
5,M348934600,15.69
5,M1823072687,10.25
2,M348934600,13.88
4,M1823072687,48.04
2,M1823072687,9.87
2,M348934600,17.23
1,M348934600,10.69
5,M85975013,85.74
2,M1823072687,2.49
3,M348934600,62.36
1,M1823072687,27.22
1,M1823072687,52.41
4,M1823072687,5.6
4,M1823072687,19.44
3,M1053599405,85.74
3,M1913465890,50.76
1,M1823072687,3.94
2,M1823072687,32.65
4,M349281107,75.19
3,M348934600,40.71
4,M348934600,40.47
4,M1823072687,7.86
2,M1823072687,10.61
2,M1823072687,30.73
3,M1823072687,3.59
2,M1823072687,29.33
3,M1823072687,30.72
3,M1823072687,1.84
4,M1823072687,33.12
2,M1823072687,2.59
6,M1823072687,30.7
1,M1946091778,85.74
3,M348934600,15.62
4,M1823072687,47.48
2,M1823072687,8
3,M1823072687,8.97
3,M1823072687,11.79
2,M85975013,80.17
2,M1823072687,53.57
4,M1823072687,18.93
2,M348934600,35.94
2,M1823072687,60.92
1,M348934600,41.58
4,M1823072687,42.72
3,M1823072687,27.26
2,M1946091778,62.38
4,M1823072687,0.4
2,M1823072687,39.92
4,M1823072687,11.02
3,M1823072687,41.07
2,M1823072687,7.64
4,M1823072687,36.29
1,M1823072687,0.19
4,M1823072687,22.81
4,M1823072687,61.79
3,M1823072687,2.01
4,M1823072687,14.09
2,M1823072687,48.17
6,M1823072687,14.3
2,M1823072687,46.99
1,M1823072687,14.36
5,M1823072687,27.29
1,M1823072687,0.87
4,M348934600,21.28
2,M1053599405,85.74
2,M1913465890,85.74
2,M348934600,52.78
1,M1823072687,49.18
4,M1823072687,20.5
5,M1823072687,24.28
1,M1053599405,85.74
1,M1913465890,85.74
4,M85975013,17.74
2,M348934600,48.84
3,M348934600,11.26
1,M1823072687,16.61
3,M1823072687,18.08
3,M1823072687,52.8
4,M85975013,32.71
5,M1053599405,85.74
5,M1913465890,85.74
4,M348934600,28.97
4,M1649169323,85.74
3,M1400236507,85.74
3,M85975013,0.86
3,M1823072687,0.16
4,M348934600,30.94
4,M1823072687,64.1
1,M348934600,30.85
5,M855959430,13.94
3,M348934600,42.8
2,M348934600,4.95
2,M348934600,22.44
1,M1823072687,55.12
1,M1823072687,3.52
2,M348934600,36.24
3,M348934600,37.38
2,M1823072687,16.86
3,M348934600,15.52
5,M1823072687,0.96
5,M1823072687,13.95
3,M1823072687,25.09
2,M1823072687,15.27
5,M1823072687,31.27
6,M348934600,31.14
2,M1823072687,29.73
2,M1823072687,20.15
3,M1823072687,22.02
5,M1823072687,9.97
5,M1823072687,5.26
2,M1823072687,6.56
3,M1823072687,29.15
1,M1823072687,49.51
2,M1823072687,3.81
5,M855959430,12.32
3,M348934600,0.31
5,M348934600,48.92
3,M1823072687,33.58
1,M1823072687,13.99
1,M1823072687,60.44
2,M1823072687,24.03
2,M348934600,39.36
3,M1053599405,27.28
1,M348934600,26.62
1,M1823072687,44.44
4,M348934600,24.06
2,M1823072687,22.83
4,M1823072687,32.06
3,M1823072687,1.12
5,M1823072687,40.3
6,M1823072687,5.22
2,M85975013,9.59
2,M1823072687,18.58
6,M1823072687,37.34
4,M1823072687,27.41
4,M1823072687,14
2,M348934600,2.11
2,M1823072687,51.46
1,M1823072687,37.63
1,M1823072687,31.72
5,M980657600,4.78
5,M980657600,85.74
4,M1823072687,8.17
4,M1823072687,16.99
1,M547558035,85.74
3,M1823072687,51.06
3,M348934600,81.92
2,M1823072687,5.94
2,M1823072687,6.38
1,M1823072687,5.1
3,M1946091778,1.28
2,M348934600,9.11
4,M1823072687,22.48
1,M1823072687,29.28
2,M348934600,4.78
1,M348934600,12.11
1,M1823072687,10.08
3,M1823072687,33.72
5,M1600850729,81.72
2,M348934600,0.98
3,M1872033263,85.74
2,M1823072687,13.17
3,M348934600,27.77
4,M348934600,62.42
4,M151143676,40.51
3,M85975013,30.22
1,M348934600,13.39
4,M1823072687,28.8
2,M1823072687,23.08
5,M348934600,30.63
5,M1823072687,1.34
2,M1823072687,4.58
3,M348934600,6.86
5,M1823072687,9.87
5,M1823072687,15.1
1,M1823072687,14.49
4,M1823072687,45.65
5,M1823072687,4
2,M1823072687,7.57
1,M1823072687,16.06
4,M348934600,31.21
3,M1823072687,20.19
1,M1823072687,16.94
3,M1823072687,35.27
2,M348934600,19.6
2,M348934600,16.9
4,M1823072687,0.33
2,M1823072687,70.96
2,M1823072687,63.88
3,M348934600,31.62
3,M1823072687,45.02
3,M1823072687,71.1
3,M1313686961,15.58
3,M348934600,51.87
4,M348934600,18.61
5,M1823072687,35.07
3,M1823072687,47.67
4,M1823072687,79.47
1,M1823072687,2.08
4,M1823072687,46.94
2,M1823072687,76.76
5,M1823072687,19.53
2,M1823072687,19.04
4,M1823072687,31.65
2,M840466850,78.37
3,M348934600,16.54
2,M85975013,63.1
5,M1823072687,24.51
3,M1823072687,24.67
0,M1198415165,17.57
0,M209847108,19.31
4,M1823072687,38.27
3,M348934600,39.25
3,M348934600,10.02
5,M1823072687,35.91
3,M348934600,20.29
3,M1823072687,44.39
4,M1823072687,11
2,M348934600,37.16
4,M348934600,16.16
4,M1823072687,12.76
1,M1823072687,20.07
3,M85975013,5.46
2,M1823072687,22.58
2,M1823072687,45.77
2,M348934600,49.84
5,M1823072687,9.11
4,M85975013,60.45
3,M1823072687,17.37
3,M1823072687,4.91
6,M1823072687,55.97
2,M348934600,23.68
2,M1823072687,18.43
2,M348934600,15.5
2,M1823072687,26.22
3,M1823072687,9.63
2,M348934600,13.14
2,M348934600,8.83
2,M348934600,61.98
3,M348934600,24.54
4,M1053599405,85.74
3,M1353266412,77.93
4,M1823072687,45.83
2,M1823072687,2.53
4,M1823072687,16.41
3,M1823072687,66.27
4,M348934600,24.23
3,M348934600,0.04
2,M1823072687,6.62
5,M1823072687,20.07
2,M1823072687,32.77
6,M1823072687,27.83
3,M1823072687,34.06
3,M1823072687,4.42
4,M1823072687,42.99
5,M348934600,23.62
4,M348934600,5.48
3,M1823072687,43.34
1,M1823072687,50.65
2,M1823072687,46.42
5,M348934600,44.86
2,M1823072687,22.22
4,M1823072687,60.39
1,M1823072687,14.87
3,M1823072687,32.37
2,M1823072687,9.88
4,M1823072687,25.4
3,M348934600,12.34
4,M1823072687,18.32
2,M1823072687,61.2
4,M1823072687,35.71
5,M1823072687,39.35
2,M151143676,16.12
4,M1823072687,1.9
2,M1053599405,85.74
2,M1535107174,16.42
5,M1823072687,3.24
3,M348934600,6.27
4,M1823072687,12.07
2,M1823072687,17.24
3,M1823072687,18.5
3,M348934600,31.57
3,M1823072687,37.07
5,M1823072687,9.25
2,M1823072687,27.77
2,M1823072687,30.31
4,M348934600,28.96
2,M480139044,85.74
2,M480139044,85.74
4,M348934600,8.39
2,M348934600,38.69
5,M1823072687,6.98
4,M1823072687,20.38
0,M85975013,58.49
1,M1823072687,35.6
3,M1823072687,10.85
4,M1823072687,34.78
2,M348934600,36.56
2,M1823072687,11.09
2,M85975013,28.41
3,M348934600,30.02
3,M348934600,29.68
2,M348934600,23.92
2,M1823072687,41.55
2,M1823072687,7.9
3,M1823072687,35.02
2,M1823072687,44.93
2,M1823072687,56.09
3,M348934600,28.6
5,M1823072687,10.35
3,M85975013,4.54
1,M1823072687,37.36
3,M348934600,32.1
5,M85975013,43.71
3,M1823072687,20.31
5,M1823072687,38.97
4,M1823072687,9.17
2,M1823072687,22.14
2,M348934600,4.59
6,M980657600,85.74
4,M348934600,19.39
1,M348934600,45.25
2,M1823072687,14.55
3,M1823072687,35.21
2,M1823072687,15.55
3,M348934600,32.27
5,M1823072687,35.72
3,M1823072687,22.87
3,M348934600,27.52
2,M1823072687,11.3
2,M1946091778,85.74
6,M1823072687,12.48
3,M348934600,18.71
3,M348934600,27.25
4,M1823072687,26.87
2,M1823072687,37.36
3,M1823072687,21.64
5,M85975013,32.66
2,M1823072687,24.8
4,M85975013,55.43
2,M1823072687,28.7
0,M1823072687,4.63
2,M1823072687,24.32
2,M1823072687,26.59
4,M1823072687,27.3
2,M1823072687,0.17
1,M1823072687,43.37
6,M1823072687,76.61
2,M348934600,12.75
3,M348934600,10.43
1,M348934600,22.85
2,M1823072687,17.99
3,M348934600,14.49
3,M1823072687,16.62
1,M348934600,14.98
4,M1823072687,36.76
1,M1823072687,9.58
5,M1823072687,24.91
3,M348934600,0.02
4,M1823072687,6.52
3,M1823072687,1.7
4,M348934600,24.29
6,M1823072687,28.83
4,M1823072687,18.45
3,M1823072687,12.28
3,M348934600,14.08
2,M348934600,14.6
2,M1823072687,6.9
2,M1823072687,2.85
5,M348934600,44.9
3,M1823072687,23.35
4,M1823072687,69.28
2,M348934600,14.52
1,M1823072687,52.94
4,M1823072687,38.2
3,M1823072687,12.11
5,M1823072687,19.18
1,M348934600,4.12
3,M1823072687,4.63
4,M348934600,14.11
2,M348934600,0.1
2,M1823072687,7.42
5,M348934600,3.8
5,M1823072687,11.83
2,M348934600,43.48
4,M348934600,42.16
3,M85975013,6.08
4,M1053599405,85.74
4,M1913465890,85.74
1,M1823072687,2.75
6,M348934600,7.53
2,M1823072687,5.08
2,M348934600,12.32
6,M1823072687,23.8
5,M85975013,18.52
6,M840466850,85.65
3,M1823072687,1.3
5,M1823072687,24.51
4,M1823072687,37.18
1,M1823072687,33.97
5,M1823072687,37.42
2,M1535107174,43.3
2,M1198415165,82.71
2,M209847108,85.74
2,M1823072687,17.11
2,M348934600,8.09
3,M209847108,53.72
3,M78078399,34.94
2,M1823072687,49.1
4,M348934600,11.43
4,M1823072687,6.01
4,M348934600,16.48
3,M348934600,20.95
6,M1823072687,23.64
2,M1823072687,41.89
2,M348934600,13.24
2,M1823072687,3.47
4,M1823072687,25.34
2,M1823072687,20.84
1,M348934600,14.43
4,M348934600,54.82
2,M348934600,19.18
2,M1823072687,34.86
2,M1823072687,43.08
2,M1823072687,4.83
4,M1823072687,33.37
2,M85975013,18.33
3,M1823072687,52.54
4,M1823072687,53.45
2,M348934600,4.77
6,M1823072687,43.34
6,M1823072687,68.88
2,M1823072687,28.59
3,M1823072687,65.4
1,M1823072687,15.98
2,M1823072687,21.77
6,M1823072687,1.74
6,M1823072687,37.95
4,M1823072687,48.36
3,M348934600,67.91
4,M348934600,48.24
4,M348934600,24.3
4,M1823072687,20.02
1,M348934600,53.62
2,M1823072687,43.9
3,M85975013,39.43
2,M151143676,32.33
5,M1823072687,32.88
5,M85975013,15.85
2,M348934600,53.81
3,M348934600,14.58
2,M348934600,20.08
3,M348934600,10.76
1,M1823072687,34.79
2,M1823072687,10.88
4,M1823072687,10.24
2,M348934600,7.09
4,M1823072687,17.71
3,M85975013,73.24
4,M1823072687,21.49
2,M1823072687,47.67
2,M1823072687,30.84
1,M1823072687,33.19
4,M85975013,62.78
4,M1823072687,5.54
2,M1823072687,5.02
5,M348934600,25.35
3,M1823072687,0.18
2,M1823072687,6.69
2,M1823072687,61.36
2,M1823072687,11.04
3,M1823072687,16.56
4,M85975013,7.36
1,M1823072687,47.75
3,M348934600,5.45
3,M348934600,15.53
3,M1823072687,29.23
4,M348934600,23.76
3,M1823072687,36.12
3,M1823072687,46.86
4,M1823072687,67
3,M1823072687,32.17
3,M980657600,29.78
4,M980657600,85.74
2,M1823072687,34.77
1,M1823072687,20.84
4,M348934600,13.99
2,M1053599405,6.14
2,M1913465890,41.87
3,M85975013,6.1
4,M1823072687,8.56
4,M1823072687,38.68
5,M1823072687,13.48
2,M1823072687,19.56
5,M1823072687,63.43
3,M85975013,47.25
5,M1823072687,7.01
2,M1823072687,33.8
3,M1823072687,2.61
1,M1823072687,52.06
2,M1823072687,31.91
1,M1823072687,13.15
5,M1823072687,20.46
3,M1823072687,19.69
4,M1823072687,53.64
2,M855959430,25.78
1,M1823072687,20.77
3,M1823072687,7.99
5,M1823072687,8.92
3,M348934600,6.5
1,M85975013,2.18
2,M1823072687,69.26
2,M1823072687,83.27
5,M1823072687,41.68
2,M348934600,3.08
2,M1823072687,4.57
4,M1823072687,7.97
5,M1823072687,23.77
1,M348934600,15.78
1,M349281107,64.9
3,M348934600,10.02
3,M1823072687,74.98
2,M1823072687,37.14
3,M348934600,49.9
2,M1823072687,60.98
3,M1823072687,31.89
3,M1823072687,28.31
3,M1823072687,52.66
4,M85975013,1.1
1,M348934600,8.59
6,M1823072687,10.47
4,M1823072687,21.84
4,M1823072687,13.25
3,M348934600,44.21
2,M1823072687,30.08
4,M85975013,40.02
2,M348934600,28.27
2,M348934600,2.52
4,M1823072687,43.31
4,M85975013,33.84
2,M1823072687,3.11
4,M209847108,39.54
4,M78078399,85.74
3,M348934600,5.87
2,M348934600,17.23
4,M1823072687,33.34
2,M1823072687,3.33
2,M348934600,6.8
3,M1823072687,49.64
2,M1823072687,14.77
4,M1823072687,28.87
2,M1823072687,45.87
4,M85975013,79.79
4,M1823072687,42.4
4,M348934600,45.81
2,M348934600,33.14
3,M348934600,36.03
5,M1823072687,20.98
2,M840466850,85.74
3,M1823072687,37.46
4,M1823072687,11.4
2,M1823072687,2.71
5,M1823072687,25.08
2,M348934600,23.79
3,M1823072687,58.89
3,M1823072687,32.55
4,M1823072687,63.36
2,M840466850,28.3
4,M1823072687,23.7
2,M1823072687,29.06
5,M1823072687,18.32
3,M1823072687,17.34
5,M1823072687,40.33
4,M1823072687,33.59
3,M348934600,43.68
6,M348934600,62.46
6,M348934600,7.35
3,M1823072687,32.25
3,M1823072687,22
4,M1823072687,8.45
3,M348934600,10.35
3,M1823072687,23.86
4,M1823072687,64.78
2,M1823072687,22.22
2,M1823072687,39.61
3,M1823072687,3.64
4,M1823072687,15.25
4,M348934600,13.93
2,M85975013,47.97
2,M1823072687,8.06
4,M348934600,66.18
3,M1823072687,23.84
1,M1823072687,14.66
2,M1823072687,13.63
2,M348934600,26.91
2,M349281107,3.92
2,M1600850729,85.74
5,M1823072687,18.33
1,M348934600,8.81
3,M1823072687,29.87
2,M1823072687,34.6
5,M677738360,72.73
3,M1823072687,28.14
3,M1823072687,12.25
1,M1823072687,0.2
3,M1823072687,21.34
3,M85975013,11.85
2,M348934600,5.5
2,M1823072687,16.46
3,M1053599405,46.06
3,M1913465890,26.75
2,M1823072687,65.18
5,M1823072687,10.75
0,M1823072687,20.88
4,M348934600,24.29
3,M348934600,15.88
6,M1823072687,46.17
2,M85975013,53.5
1,M1823072687,32.35
2,M480139044,85.74
3,M480139044,85.74
1,M1823072687,40.51
1,M1823072687,34.63
4,M1823072687,30.82
5,M85975013,3.44
6,M980657600,69.77
3,M980657600,85.74
3,M348934600,3.53
6,M1600850729,85.74
2,M151143676,2.26
2,M1823072687,4.85
4,M1823072687,11.41
3,M1823072687,47.57
4,M1823072687,17.3
2,M1823072687,18.16
1,M1823072687,34.57
6,M1823072687,10.75
2,M1823072687,24.09
4,M1823072687,4.88
4,M1823072687,18.91
2,M348934600,41.19
2,M348934600,35.49
3,M348934600,41.35
5,M1823072687,20.47
2,M1823072687,55.83
2,M1823072687,25.27
5,M1823072687,21.56
1,M1823072687,3.3
4,M1823072687,50.58
3,M1823072687,35.33
3,M1823072687,28.51
5,M85975013,31.53
3,M1823072687,25.81
2,M348934600,31.76
2,M1823072687,66.41
2,M348934600,34.53
3,M1823072687,41.62
2,M1823072687,6.25
2,M1823072687,12.55
2,M1823072687,3.3
4,M1823072687,41.11
3,M85975013,52.82
4,M1823072687,1.44
4,M1823072687,32.69
4,M1823072687,18.34
5,M1823072687,30.69
2,M1823072687,22.54
6,M1823072687,16.03
4,M1823072687,2.78
2,M1823072687,42.35
2,M1823072687,4.97
2,M1649169323,18.9
2,M1788569036,73.76
3,M1823072687,22.55
3,M1823072687,3.13
3,M1823072687,40.97
1,M1823072687,6.11
5,M348934600,21.35
2,M1823072687,55.83
1,M348934600,27.12
2,M1823072687,21.82
3,M1823072687,26.06
4,M85975013,40.93
2,M1823072687,22.56
1,M348934600,29.49
2,M348934600,15.01
2,M348934600,21.07
5,M348934600,7.76
5,M1823072687,51.5
3,M1823072687,27.16
2,M209847108,66.37
3,M1053599405,5.24
3,M1913465890,55.01
4,M1823072687,38.08
1,M1823072687,8.87
5,M1823072687,33.78
2,M1823072687,19.75
3,M348934600,67.28
3,M1823072687,38.61
3,M348934600,4.02
3,M348934600,40.54
4,M1823072687,49.44
5,M1823072687,24.99
3,M1053599405,71.85
3,M1913465890,9.38
2,M1946091778,14.63
5,M1823072687,31.65
2,M1823072687,56.49
3,M1823072687,26.16
3,M1053599405,66.33
3,M348934600,17.08
2,M1823072687,32.52
3,M1823072687,4.69
3,M348934600,32.43
2,M1823072687,29.69
1,M1823072687,42.29
6,M1823072687,16.94
4,M1823072687,27.84
2,M1823072687,0.2
1,M1823072687,32.94
5,M1823072687,44.48
5,M1823072687,30.43
2,M1823072687,21.22
3,M1823072687,23.09
3,M151143676,58.95
2,M85975013,69.66
1,M1823072687,66.51
1,M85975013,29.78
2,M348934600,14.46
5,M1823072687,36.46
4,M1823072687,10.79
6,M348934600,46.28
2,M1823072687,22.57
5,M348934600,70.14
6,M1823072687,37.3
2,M1823072687,37.76
5,M1823072687,1.99
1,M1823072687,40.33
4,M1823072687,54.36
2,M1823072687,36.93
1,M1823072687,4.3
2,M348934600,25.21
3,M1823072687,0.68
5,M1823072687,25.87
4,M1823072687,4.96
2,M348934600,39.94
2,M348934600,6.24
2,M1823072687,42.02
1,M1823072687,35.17
5,M85975013,16.77
5,M1823072687,39.54
5,M1823072687,23.41
3,M348934600,41.85
2,M348934600,39.25
2,M348934600,31.08
2,M1823072687,15.47
4,M348934600,21.24
3,M1823072687,40.06
5,M348934600,42.02
2,M1823072687,12.61
3,M1823072687,19.85
1,M1823072687,34.04
3,M1823072687,44.6
2,M1823072687,0.52
2,M348934600,43.91
3,M348934600,21.44
4,M85975013,74.57
2,M85975013,21.66
2,M1823072687,23.13
5,M348934600,3.62
2,M1823072687,22.1
4,M1823072687,35.74
3,M1823072687,49.5
2,M1823072687,2.88
3,M348934600,22.13
2,M1823072687,57.08
4,M855959430,85.74
5,M1823072687,11.83
2,M1823072687,34.29
4,M1823072687,42.28
2,M1823072687,32.75
5,M85975013,18.73
1,M1823072687,31.47
3,M1053599405,85.74
3,M1913465890,55.36
5,M1823072687,45.68
3,M1823072687,40.67
6,M348934600,53.6
4,M1823072687,29.39
1,M1823072687,1.67
3,M1823072687,13.62
6,M1823072687,5.9
2,M151143676,14.01
2,M348934600,42.01
5,M1823072687,18.11
3,M1823072687,23.5
4,M1823072687,58.28
1,M1823072687,16.57
2,M348934600,13.22
2,M1823072687,41.5
4,M1823072687,29.69
3,M1823072687,8.39
4,M348934600,14.93
4,M980657600,85.74
2,M980657600,85.74
1,M151143676,12.95
6,M1823072687,63.82
3,M1823072687,59.15
1,M1823072687,18.27
4,M1823072687,41.29
3,M348934600,9.05
4,M348934600,16.51
0,M1053599405,85.74
0,M1913465890,85.74
5,M348934600,16.7
3,M1823072687,34.66
3,M1823072687,10.04
5,M1823072687,49.29
3,M1823072687,6.39
4,M1823072687,34.85
2,M1823072687,16.85
2,M85975013,57.53
4,M1823072687,41.62
3,M1823072687,22.15
3,M1823072687,10.38
3,M348934600,33.1
4,M1823072687,27.11
4,M1823072687,2.21
2,M348934600,3.44
4,M1823072687,14.77
3,M1823072687,49.77
3,M348934600,19.91
2,M1823072687,33.56
4,M1823072687,1.04
2,M1823072687,74.9
3,M348934600,6.37
2,M1823072687,18
2,M348934600,17.89
3,M1823072687,62.9
5,M1823072687,60.99
2,M1823072687,8.65
5,M1823072687,5.86
4,M1823072687,20.01
1,M1823072687,54.62
2,M1823072687,33.29
1,M1823072687,59.71
1,M1823072687,44.5
5,M348934600,38.1
3,M1823072687,19.27
2,M1823072687,55.93
2,M1823072687,25.68
3,M1823072687,40.63
4,M348934600,7.91
6,M348934600,11.62
5,M1823072687,15.42
2,M1823072687,49.22
2,M85975013,4.69
2,M348934600,9.71
6,M209847108,71
6,M78078399,4.54
6,M97925176,85.74
6,M1946091778,12.14
4,M1823072687,19.79
2,M1823072687,44.55
3,M1823072687,6.93
1,M1823072687,35.44
4,M1823072687,36.48
2,M1823072687,66.9
2,M85975013,63.5
3,M1823072687,36.52
3,M1823072687,2.05
2,M1823072687,20.85
3,M348934600,40.98
4,M348934600,51.52
2,M1823072687,7.25
2,M348934600,6.14
2,M1823072687,51.74
2,M348934600,11.03
6,M1823072687,1.28
4,M1823072687,41.5
1,M1823072687,36.46
3,M1823072687,45.78
1,M1823072687,1.87
4,M348934600,39.77
2,M151143676,40.44
5,M1823072687,37.76
2,M348934600,21.35
6,M1823072687,26.8
4,M348934600,19.53
2,M1823072687,18.72
2,M348934600,50.25
4,M1823072687,48.87
0,M1823072687,6.57
5,M1823072687,27.98
4,M348934600,42.5
4,M1823072687,23.37
1,M348934600,26.36
5,M348934600,49.03
4,M1823072687,35.64
1,M1823072687,45.39
2,M85975013,2.1
4,M85975013,43.22
4,M348934600,31.77
5,M348934600,38.11
3,M1053599405,36.56
2,M348934600,43.9
2,M1823072687,28.77
3,M1053599405,41.95
3,M1913465890,85.74
3,M1823072687,8.47
3,M1823072687,4.98
2,M348934600,35.94
4,M1823072687,61.51
2,M1823072687,36.84
2,M1823072687,48.24
2,M1823072687,32.17
2,M1823072687,5.03
5,M1823072687,13.95
4,M1823072687,33.13
4,M348934600,17.12
3,M1823072687,46.57
3,M348934600,27.98
3,M1823072687,10.34
5,M1823072687,15.76
5,M85975013,24.98
2,M349281107,38.56
4,M1823072687,20.81
3,M1946091778,43.39
1,M85975013,35.94
3,M1823072687,7.85
3,M1946091778,73.4
1,M348934600,44.52
2,M1823072687,58.07
4,M1823072687,28.41
3,M1823072687,57.08
2,M1823072687,41
2,M1823072687,17.18
2,M85975013,4.88
4,M1823072687,23.35
2,M348934600,40.95
5,M1823072687,44.1
2,M348934600,23.72
2,M348934600,2.12
2,M1823072687,26.98
1,M348934600,27.11
2,M151143676,27.13
1,M1053599405,85.74
1,M1913465890,21.05
3,M1823072687,24.05
1,M85975013,85.74
4,M348934600,6.59
2,M1823072687,1.67
5,M1823072687,3.63
2,M85975013,73.92
3,M1823072687,54.59
3,M1823072687,33.13
4,M85975013,85.74
5,M1823072687,10.24
2,M1823072687,23.17
3,M1823072687,35.15
2,M348934600,3.64
5,M1823072687,1.43
2,M348934600,13.28
2,M348934600,11.97
3,M348934600,1.08
3,M1823072687,22.25
4,M348934600,53.48
3,M348934600,6.1
3,M1823072687,3.17
5,M1823072687,1.65
2,M348934600,28.29
2,M348934600,28.86
2,M1823072687,8.55
2,M1823072687,31.99
5,M348934600,15.23
2,M1823072687,18.25
4,M1053599405,85.74
4,M1913465890,85.74
2,M1823072687,28.74
4,M1823072687,12.36
4,M1823072687,14.26
3,M1823072687,51.19
4,M1823072687,55.1
4,M1823072687,35.56
1,M1823072687,27.99
3,M1823072687,7.05
2,M348934600,4.41
2,M1053599405,85.74
2,M1913465890,85.74
5,M348934600,56.05
6,M85975013,5.08
3,M1823072687,2.4
4,M1823072687,19.25
5,M1823072687,40.55
1,M348934600,35.89
3,M1823072687,23.55
4,M348934600,18
3,M1823072687,36.76
2,M1823072687,34.42
4,M1823072687,27.21
3,M1823072687,2.3
4,M348934600,69.38
5,M348934600,16.28
3,M1823072687,21.63
3,M1823072687,20.12
1,M1823072687,63.66
5,M85975013,80.64
1,M85975013,10.96
2,M1823072687,13.24
3,M1823072687,31.37
3,M1823072687,49.33
2,M1823072687,21.14
2,M1823072687,78.79
4,M1823072687,39.26
2,M151143676,5.1
5,M1823072687,10.31
5,M1823072687,54.92
2,M1823072687,45.27
4,M1823072687,2.96
4,M1823072687,49.07
6,M1823072687,34.23
2,M1823072687,4.73
1,M1823072687,0.37
5,M1823072687,10.76
1,M348934600,16.6
1,M1823072687,32.8
4,M1823072687,2.69
3,M348934600,25.62
2,M348934600,17.06
5,M348934600,14.31
2,M1823072687,11.28
3,M1823072687,3.29
4,M1823072687,14.79
2,M1823072687,36.79
6,M1823072687,20.87
2,M1823072687,45.98
4,M348934600,3.43
5,M151143676,59.02
4,M85975013,18.54
5,M1823072687,39.51
3,M1823072687,0.87
4,M85975013,50.53
5,M348934600,9.01
2,M348934600,24.96
2,M1823072687,5.36
2,M1823072687,0.53
1,M348934600,32.14
6,M1823072687,24.74
5,M840466850,76.43
5,M1416436880,15.58
1,M1823072687,30.55
2,M1823072687,28
4,M348934600,48.15
4,M348934600,44.11
3,M1823072687,34.5
3,M348934600,27.95
2,M1823072687,20.05
2,M1823072687,1.71
2,M1842530320,35.34
4,M1823072687,32.57
1,M85975013,28.05
3,M1823072687,35.8
3,M1823072687,52.8
2,M1823072687,83.14
2,M1823072687,36.48
2,M1823072687,3.41
2,M1823072687,42.07
2,M85975013,23.3
2,M1823072687,41.24
2,M1823072687,12.03
3,M1823072687,78.24
3,M348934600,2.44
4,M348934600,22.94
5,M85975013,10.05
2,M348934600,6.17
4,M1823072687,6.68
3,M85975013,67.58
5,M1823072687,14.33
4,M1823072687,80.88
2,M348934600,7.62
4,M1823072687,23.39
2,M348934600,12.38
2,M1823072687,48.2
3,M348934600,4.58
1,M1823072687,8.05
3,M1600850729,27.37
3,M1823072687,21.92
4,M1823072687,31.43
2,M1823072687,35.54
2,M1823072687,12.02
3,M348934600,25.68
3,M1823072687,5.03
3,M1823072687,17.04
3,M348934600,8.9
5,M1823072687,38.63
5,M1823072687,10.59
2,M1823072687,68.77
4,M1823072687,10.19
2,M1823072687,16.14
1,M1823072687,14.1
6,M1823072687,24.53
6,M151143676,57.47
2,M1823072687,42.69
4,M348934600,26.35
2,M348934600,0.49
4,M348934600,1.88
1,M1823072687,56.01
2,M480139044,85.74
5,M480139044,85.74
2,M1823072687,57.3
3,M1823072687,8.25
2,M1823072687,13.14
5,M1823072687,52.03
4,M348934600,22.68
4,M348934600,28.34
3,M348934600,11.63
5,M1600850729,27.57
2,M348934600,35.72
2,M1823072687,1.14
2,M1823072687,14.49
3,M1823072687,23.24
1,M1823072687,17.86
2,M1823072687,3.91
3,M348934600,12.21
3,M1823072687,53.51
3,M1823072687,29.22
3,M1823072687,10.25
2,M1823072687,5.78
4,M85975013,77.98
3,M1823072687,42.05
2,M1823072687,39.99
2,M1823072687,14.6
4,M1823072687,37.23
2,M1823072687,27.06
3,M1823072687,19.76
4,M1823072687,21.06
2,M348934600,45.96
1,M1823072687,22.23
4,M1823072687,28.85
2,M1823072687,15.01
2,M1823072687,21.91
6,M348934600,17.21
6,M1823072687,2.16
3,M348934600,26.21
4,M1823072687,21
4,M348934600,75.84
3,M1823072687,29.51
2,M348934600,12.6
3,M348934600,13.71
3,M1823072687,23.67
2,M1823072687,21
4,M1823072687,11.63
3,M1053599405,35.52
3,M1913465890,85.74
2,M348934600,28.45
2,M1823072687,22.45
2,M1823072687,12.16
3,M1823072687,7.87
4,M1823072687,33.52
3,M348934600,19.29
5,M1823072687,40.2
1,M85975013,53.11
3,M85975013,16.68
3,M1823072687,10.61
2,M1842530320,54.43
4,M1823072687,10.79
6,M1823072687,46.73
1,M1823072687,1.19
2,M348934600,38.09
